Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,464180,-,-,-,7.45,3.9,0,213,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2013,1,1,0,30,161.44,0.14,2.1,0,0,0,0,12.8,81.38,986,0,0,0,0,16,42,2.1
2013,1,1,1,30,150.96,0.14,2.1,0,0,0,0,12.5,82.54,986,0,0,0,0,15.5,42,2
2013,1,1,2,30,138.11,0.14,2.2,0,0,0,0,12.3,83.04,986,0,0,0,0,15.200000000000001,42,2.1
2013,1,1,3,30,124.57000000000001,0.14,2.2,0,0,0,0,12.100000000000001,83.57000000000001,986,0,0,0,0,14.9,41,2.4000000000000004
2013,1,1,4,30,110.8,0.14,2.2,0,0,0,0,12,84.25,986,0,0,0,0,14.600000000000001,41,2.6
2013,1,1,5,30,97.01,0.14,2.2,0,0,0,0,11.9,83.68,987,0,0,0,0,14.600000000000001,41,3
2013,1,1,6,30,83.22,0.14,2.2,37,45,42,0,12.100000000000001,78.97,987,37,45,0,42,15.700000000000001,41,3.4000000000000004
2013,1,1,7,30,69.93,0.14,2.3000000000000003,148,277,243,0,12.8,72.11,988,148,277,0,243,17.900000000000002,39,3.5
2013,1,1,8,30,57.14,0.14,2.3000000000000003,217,457,464,0,14.600000000000001,66.47,988,217,457,0,464,21.1,41,3.4000000000000004
2013,1,1,9,30,45.42,0.14,2.3000000000000003,214,656,674,0,15.5,58.02,987,214,656,0,674,24.3,48,3.8000000000000003
2013,1,1,10,30,35.9,0.14,2.4000000000000004,232,704,803,0,15.100000000000001,49.25,987,232,704,0,803,26.6,54,4
2013,1,1,11,30,30.72,0.14,2.5,243,717,859,0,14.9,44.92,986,243,717,0,859,28,57,3.6
2013,1,1,12,30,32.08,0.14,2.6,265,667,830,0,15.200000000000001,43.77,986,265,667,0,830,28.700000000000003,57,3.1
2013,1,1,13,30,39.300000000000004,0.14,2.7,257,620,736,0,15.600000000000001,44.77,985,257,620,0,736,28.8,55,2.7
2013,1,1,14,30,49.89,0.14,2.8000000000000003,230,538,577,0,16,46.75,985,230,538,0,577,28.5,54,2.1
2013,1,1,15,30,62.13,0.14,2.8000000000000003,202,338,360,0,16.3,50.22,986,202,338,0,360,27.6,55,1.5
2013,1,1,16,30,75.18,0.14,2.8000000000000003,108,156,148,0,18.1,62.32,986,108,156,0,148,25.8,55,1
2013,1,1,17,30,88.44,0.14,2.8000000000000003,2,1,2,0,17.1,63.980000000000004,986,2,1,0,2,24.400000000000002,53,0.9
2013,1,1,18,30,102.49000000000001,0.14,2.8000000000000003,0,0,0,0,15.5,60.76,987,0,0,0,0,23.5,43,0.9
2013,1,1,19,30,116.29,0.14,2.8000000000000003,0,0,0,0,15.200000000000001,63.83,988,0,0,0,0,22.400000000000002,29,1
2013,1,1,20,30,130.01,0.14,2.8000000000000003,0,0,0,0,15.100000000000001,68.51,988,0,0,0,0,21.1,22,1.2000000000000002
2013,1,1,21,30,143.38,0.14,2.8000000000000003,0,0,0,0,15.3,75.53,988,0,0,0,0,19.700000000000003,25,1.3
2013,1,1,22,30,155.65,0.14,2.7,0,0,0,0,15.200000000000001,80.45,988,0,0,0,0,18.6,30,1.5
2013,1,1,23,30,163.92000000000002,0.14,2.7,0,0,0,0,14.700000000000001,82.84,987,0,0,0,0,17.7,36,1.7000000000000002
2013,1,2,0,30,161.57,0.14,2.7,0,0,0,0,14.3,83.48,987,0,0,0,0,17.1,40,1.9000000000000001
2013,1,2,1,30,151.09,0.14,2.7,0,0,0,0,13.9,83.29,987,0,0,0,0,16.7,42,2.1
2013,1,2,2,30,138.24,0.14,2.7,0,0,0,0,13.5,83.55,987,0,0,0,0,16.3,42,2.3000000000000003
2013,1,2,3,30,124.68,0.14,2.7,0,0,0,0,13.3,83.96000000000001,987,0,0,0,0,16,39,2.5
