Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,464180,-,-,-,7.45,3.9,0,213,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2005,1,1,0,30,161.43,0.14,3.8000000000000003,0,0,0,0,22.6,100,988,0,0,0,0,22.6,224,0.8
2005,1,1,1,30,150.95000000000002,0.14,3.7,0,0,0,0,22.400000000000002,100,987,0,0,0,0,22.400000000000002,240,0.7000000000000001
2005,1,1,2,30,138.11,0.14,3.6,0,0,0,0,22.3,100,987,0,0,0,0,22.3,260,0.7000000000000001
2005,1,1,3,30,124.56,0.14,3.5,0,0,0,0,22,100,988,0,0,0,0,22,281,0.8
2005,1,1,4,30,110.8,0.14,3.4000000000000004,0,0,0,0,21.700000000000003,100,988,0,0,0,0,21.700000000000003,301,0.9
2005,1,1,5,30,97.01,0.14,3.4000000000000004,0,0,0,0,21.900000000000002,100,989,0,0,0,0,21.900000000000002,318,1.1
2005,1,1,6,30,83.23,0.14,3.3000000000000003,29,23,32,0,22.700000000000003,98.36,990,29,23,0,32,23,330,1.9000000000000001
2005,1,1,7,30,69.93,0.14,3.2,156,189,221,0,22.900000000000002,89.37,990,156,189,0,221,24.8,335,2.6
2005,1,1,8,30,57.14,0.14,3.1,240,362,436,0,22.900000000000002,80.14,991,240,362,0,436,26.6,340,2.9000000000000004
2005,1,1,9,30,45.42,0.14,3,207,652,665,0,22,69.32000000000001,990,207,652,0,665,28.1,174,3.1
2005,1,1,10,30,35.910000000000004,0.14,2.8000000000000003,210,732,803,0,20.5,59.92,990,210,732,0,803,29.1,9,3.2
2005,1,1,11,30,30.73,0.14,2.7,208,767,868,0,19.200000000000003,53.28,989,208,767,0,868,29.700000000000003,20,3.2
2005,1,1,12,30,32.09,0.14,2.6,240,700,833,0,18.1,48.77,988,240,700,0,833,30.1,28,3.1
2005,1,1,13,30,39.31,0.14,2.5,226,673,746,0,17.400000000000002,46.22,987,226,673,0,746,30.200000000000003,33,2.8000000000000003
2005,1,1,14,30,49.9,0.14,2.5,203,603,591,0,17.2,46.33,987,203,603,0,591,30,38,2.2
2005,1,1,15,30,62.13,0.14,2.5,177,422,374,0,17.2,48.03,987,177,422,0,374,29.3,44,1.5
2005,1,1,16,30,75.18,0.14,2.5,101,217,156,0,18.3,54.59,987,101,217,0,156,28.3,67,0.8
2005,1,1,17,30,88.44,0.14,2.5,3,4,3,0,16.7,52.29,988,3,4,0,3,27.3,134,0.5
2005,1,1,18,30,102.49000000000001,0.14,2.5,0,0,0,0,15.8,54.18,989,0,0,0,0,25.8,193,0.8
2005,1,1,19,30,116.29,0.14,2.5,0,0,0,0,17,64.64,989,0,0,0,0,24.1,209,1
2005,1,1,20,30,130.01,0.14,2.5,0,0,0,0,17.7,72.5,990,0,0,0,0,22.900000000000002,222,1.1
2005,1,1,21,30,143.37,0.14,2.5,0,0,0,0,17.900000000000002,76.81,990,0,0,0,0,22.200000000000003,241,1
2005,1,1,22,30,155.64000000000001,0.14,2.6,0,0,0,0,18,79.93,990,0,0,0,0,21.6,269,1
2005,1,1,23,30,163.91,0.14,2.6,0,0,0,0,18,84.13,990,0,0,0,0,20.8,298,1
2005,1,2,0,30,161.56,0.14,2.7,0,0,0,0,18,88.56,989,0,0,0,0,19.900000000000002,320,1
2005,1,2,1,30,151.09,0.14,2.7,0,0,0,0,17.6,90.72,989,0,0,0,0,19.200000000000003,335,1.1
2005,1,2,2,30,138.23,0.14,2.6,0,0,0,0,17,90.29,989,0,0,0,0,18.6,349,1.2000000000000002
2005,1,2,3,30,124.68,0.14,2.6,0,0,0,0,16.1,88.88,989,0,0,0,0,18,182,1.3
2005,1,2,4,30,110.91,0.14,2.5,0,0,0,0,15.3,87.79,989,0,0,0,0,17.3,12,1.5
2005,1,2,5,30,97.11,0.14,2.4000000000000004,0,0,0,0,14.4,84.03,990,0,0,0,0,17.1,19,1.9000000000000001
2005,1,2,6,30,83.31,0.14,2.4000000000000004,40,77,49,0,13.700000000000001,76.67,990,40,77,0,49,17.900000000000002,24,2.6
2005,1,2,7,30,70.01,0.14,2.3000000000000003,136,360,259,0,13,66.57000000000001,991,136,360,0,259,19.400000000000002,26,2.9000000000000004
2005,1,2,8,30,57.2,0.14,2.3000000000000003,187,545,482,7,13.9,61.75,991,287,357,0,480,21.6,26,2.8000000000000003
2005,1,2,9,30,45.46,0.14,2.4000000000000004,191,704,684,6,14.8,55.34,990,227,5,0,230,24.3,25,3.3000000000000003
2005,1,2,10,30,35.89,0.14,2.4000000000000004,197,771,822,8,13.8,45.5,990,369,429,0,716,26.5,25,3.7
2005,1,2,11,30,30.66,0.14,2.4000000000000004,198,797,884,0,14,42.54,989,198,797,0,884,27.900000000000002,26,3.6
2005,1,2,12,30,31.970000000000002,0.14,2.4000000000000004,190,801,870,0,14.600000000000001,42.24,988,190,801,0,870,28.700000000000003,27,3.1
2005,1,2,13,30,39.17,0.14,2.3000000000000003,186,766,780,0,15.700000000000001,44.050000000000004,987,186,766,0,780,29.200000000000003,27,2.5
2005,1,2,14,30,49.76,0.14,2.3000000000000003,172,691,618,0,15.3,42.31,987,172,691,0,618,29.400000000000002,27,2.1
2005,1,2,15,30,62,0.14,2.3000000000000003,145,564,410,8,14.5,42.13,987,235,293,7,373,28.6,26,1.4000000000000001
2005,1,2,16,30,75.06,0.14,2.3000000000000003,93,342,181,8,19.6,60.94,987,93,342,5,181,27.8,16,0.7000000000000001
