Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,464180,-,-,-,7.45,3.9,0,213,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2020,1,1,0,30,161.35,0.15,2.4000000000000004,0,0,0,0,15.700000000000001,86.84,986,0,0,0,0,17.900000000000002,35,1.6
2020,1,1,1,30,150.86,0.15,2.4000000000000004,0,0,0,0,15,86.88,986,0,0,0,0,17.2,29,1.8
2020,1,1,2,30,138.02,0.15,2.3000000000000003,0,0,0,0,14.100000000000001,85.4,986,0,0,0,0,16.6,27,2
2020,1,1,3,30,124.48,0.15,2.3000000000000003,0,0,0,0,13.3,84,986,0,0,0,0,16,27,2.2
2020,1,1,4,30,110.72,0.15,2.2,0,0,0,0,12.700000000000001,83.77,987,0,0,0,0,15.4,24,2.4000000000000004
2020,1,1,5,30,96.94,0.15,2.2,0,0,0,0,12.100000000000001,81.49,988,0,0,0,0,15.3,22,2.8000000000000003
2020,1,1,6,30,83.16,0.15,2.2,45,79,55,0,11.9,74.69,989,45,79,0,55,16.400000000000002,24,3.4000000000000004
2020,1,1,7,30,69.87,0.15,2.1,135,380,266,0,12.4,66.93,989,135,380,0,266,18.7,28,3.4000000000000004
2020,1,1,8,30,57.09,0.15,2.2,180,565,487,0,14.5,62.47,989,180,565,0,487,22,33,3.3000000000000003
2020,1,1,9,30,45.39,0.15,2.2,208,669,677,0,15.700000000000001,55.94,989,208,669,0,677,25.1,36,3.7
2020,1,1,10,30,35.9,0.15,2.3000000000000003,223,721,807,0,16,49.550000000000004,988,223,721,0,807,27.5,39,3.7
2020,1,1,11,30,30.77,0.15,2.4000000000000004,231,739,866,0,15.700000000000001,44.4,987,231,739,0,866,29,41,3.4000000000000004
2020,1,1,12,30,32.17,0.15,2.5,215,756,855,0,15.8,42.730000000000004,987,215,756,0,855,29.8,44,3.1
2020,1,1,13,30,39.4,0.15,2.6,209,715,761,0,16.1,43.47,986,209,715,0,761,29.8,46,2.9000000000000004
2020,1,1,14,30,49.99,0.15,2.7,192,637,601,0,16.400000000000002,45.49,985,192,637,0,601,29.400000000000002,48,2.5
2020,1,1,15,30,62.22,0.15,2.8000000000000003,163,498,395,0,17,50.69,985,163,498,0,395,28.200000000000003,47,2
2020,1,1,16,30,75.27,0.15,2.8000000000000003,102,270,171,0,18.3,64.78,986,102,270,0,171,25.400000000000002,46,1.5
2020,1,1,17,30,88.52,0.15,2.9000000000000004,4,3,4,0,19.1,79.9,987,4,3,0,4,22.8,45,1.3
2020,1,1,18,30,102.57000000000001,0.15,2.9000000000000004,0,0,0,0,17.8,78.33,987,0,0,0,0,21.700000000000003,45,1.4000000000000001
2020,1,1,19,30,116.37,0.15,2.9000000000000004,0,0,0,0,17.2,79.28,988,0,0,0,0,20.900000000000002,41,1.5
2020,1,1,20,30,130.08,0.15,3,0,0,0,0,16.6,79.81,989,0,0,0,0,20.200000000000003,35,1.7000000000000002
2020,1,1,21,30,143.43,0.15,2.9000000000000004,0,0,0,0,16.1,80.06,989,0,0,0,0,19.6,30,2
2020,1,1,22,30,155.67000000000002,0.15,2.9000000000000004,0,0,0,0,15.4,80.21000000000001,988,0,0,0,0,18.900000000000002,26,2.2
2020,1,1,23,30,163.88,0.15,2.9000000000000004,0,0,0,0,14.9,80.35000000000001,988,0,0,0,0,18.3,24,2.5
2020,1,2,0,30,161.48,0.15,2.9000000000000004,0,0,0,0,14.4,80.36,987,0,0,0,0,17.8,23,2.7
2020,1,2,1,30,151,0.15,2.8000000000000003,0,0,0,0,14,81.59,987,0,0,0,0,17.2,25,3.1
2020,1,2,2,30,138.15,0.15,2.8000000000000003,0,0,0,0,13.8,82.98,987,0,0,0,0,16.7,28,3.4000000000000004
2020,1,2,3,30,124.60000000000001,0.15,2.8000000000000003,0,0,0,0,13.600000000000001,83.93,987,0,0,0,0,16.3,32,3.8000000000000003
2020,1,2,4,30,110.83,0.15,2.8000000000000003,0,0,0,0,13.200000000000001,83.69,988,0,0,0,0,16,34,3.9000000000000004
2020,1,2,5,30,97.04,0.15,2.8000000000000003,0,0,0,0,12.700000000000001,82.45,988,0,0,0,0,15.700000000000001,35,4
2020,1,2,6,30,83.25,0.15,2.8000000000000003,45,62,52,0,12.3,77.01,989,45,62,0,52,16.3,35,4.4
2020,1,2,7,30,69.95,0.15,2.9000000000000004,144,332,258,0,12,67.17,990,144,332,0,258,18.2,38,5
2020,1,2,8,30,57.15,0.15,3,200,508,475,0,11.3,54.7,990,200,508,0,475,20.700000000000003,42,5.300000000000001
2020,1,2,9,30,45.43,0.15,3,248,579,654,0,12.100000000000001,49.94,989,248,579,0,654,23.1,43,4.9
2020,1,2,10,30,35.89,0.15,3.1,274,623,779,0,13.200000000000001,47.53,989,274,623,0,779,25.1,43,4.5
2020,1,2,11,30,30.7,0.15,3.2,290,634,835,0,14.200000000000001,46.58,988,290,634,0,835,26.6,43,4.1000000000000005
2020,1,2,12,30,32.05,0.15,3.3000000000000003,287,628,819,0,14.9,46.160000000000004,988,287,628,0,819,27.5,44,3.8000000000000003
2020,1,2,13,30,39.26,0.15,3.3000000000000003,281,576,727,0,15.4,46.77,987,281,576,0,727,27.8,45,3.5
2020,1,2,14,30,49.85,0.15,3.4000000000000004,257,487,571,0,15.700000000000001,49.17,987,257,487,0,571,27.3,45,3
