Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,464180,-,-,-,7.45,3.9,0,213,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2011,1,1,0,30,161.37,0.16,2.3000000000000003,0,0,0,0,14.3,84.25,985,0,0,0,0,17,34,1.8
2011,1,1,1,30,150.89000000000001,0.16,2.3000000000000003,0,0,0,0,13.9,83.92,984,0,0,0,0,16.6,35,2.1
2011,1,1,2,30,138.04,0.16,2.3000000000000003,0,0,0,0,13.5,84.22,984,0,0,0,0,16.2,36,2.3000000000000003
2011,1,1,3,30,124.5,0.16,2.4000000000000004,0,0,0,0,13.4,85.51,984,0,0,0,0,15.8,35,2.4000000000000004
2011,1,1,4,30,110.74000000000001,0.16,2.4000000000000004,0,0,0,0,13.3,87.91,985,0,0,0,0,15.3,34,2.4000000000000004
2011,1,1,5,30,96.96000000000001,0.16,2.4000000000000004,0,0,0,0,13.200000000000001,87.35000000000001,985,0,0,0,0,15.3,33,2.6
2011,1,1,6,30,83.18,0.16,2.5,35,13,37,0,13.3,82.08,986,35,13,0,37,16.400000000000002,32,3
2011,1,1,7,30,69.89,0.16,2.5,172,179,233,0,13.8,73.84,986,172,179,0,233,18.6,33,2.8000000000000003
2011,1,1,8,30,57.11,0.16,2.5,268,336,450,0,15.5,67.88,986,268,336,0,450,21.700000000000003,40,2.4000000000000004
2011,1,1,9,30,45.4,0.16,2.6,322,441,631,0,16.400000000000002,59.39,986,322,441,0,631,24.900000000000002,61,2.4000000000000004
2011,1,1,10,30,35.9,0.16,2.6,343,509,756,0,15.9,49.81,985,343,509,0,756,27.3,85,2.6
2011,1,1,11,30,30.76,0.16,2.7,350,542,816,0,15.700000000000001,45.77,984,350,542,0,816,28.5,99,2.7
2011,1,1,12,30,32.14,0.16,2.7,336,555,806,0,15.700000000000001,44.61,983,336,555,0,806,29,104,2.5
2011,1,1,13,30,39.37,0.16,2.8000000000000003,324,502,713,0,16.1,45.68,982,324,502,0,713,29,110,2.1
2011,1,1,14,30,49.96,0.16,2.8000000000000003,292,414,558,0,16.6,47.82,982,292,414,0,558,28.8,115,1.6
2011,1,1,15,30,62.2,0.16,2.8000000000000003,210,351,373,0,16.6,50.01,982,210,351,0,373,28,120,1.3
2011,1,1,16,30,75.25,0.16,2.9000000000000004,118,148,156,0,17.7,60.09,983,118,148,0,156,26,131,1
2011,1,1,17,30,88.5,0.16,2.9000000000000004,2,0,2,0,19.400000000000002,75.15,984,2,0,0,2,24.1,144,0.9
2011,1,1,18,30,102.55,0.16,2.9000000000000004,0,0,0,0,18.2,74.58,984,0,0,0,0,23,152,1
2011,1,1,19,30,116.35000000000001,0.16,2.9000000000000004,0,0,0,0,18.1,77.13,985,0,0,0,0,22.3,156,1
2011,1,1,20,30,130.06,0.16,2.9000000000000004,0,0,0,0,17.900000000000002,77.96000000000001,985,0,0,0,0,21.900000000000002,156,0.9
2011,1,1,21,30,143.41,0.16,2.9000000000000004,0,0,0,0,17.6,76.53,985,0,0,0,0,21.900000000000002,149,0.8
2011,1,1,22,30,155.66,0.16,2.9000000000000004,0,0,0,0,16.900000000000002,73.44,984,0,0,0,0,21.900000000000002,125,0.6000000000000001
2011,1,1,23,30,163.89000000000001,0.16,2.9000000000000004,0,0,0,0,16.3,72.43,984,0,0,0,0,21.5,70,0.5
2011,1,2,0,30,161.5,0.16,2.9000000000000004,0,0,0,0,16.2,76.26,984,0,0,0,0,20.5,22,0.7000000000000001
2011,1,2,1,30,151.02,0.16,2.9000000000000004,0,0,0,0,16.400000000000002,83.58,983,0,0,0,0,19.200000000000003,6,0.9
2011,1,2,2,30,138.17000000000002,0.16,2.9000000000000004,0,0,0,1,16.400000000000002,89.61,983,0,0,0,0,18.1,3,1.1
2011,1,2,3,30,124.62,0.16,2.9000000000000004,0,0,0,8,16,91.59,984,0,0,0,0,17.400000000000002,4,1.2000000000000002
2011,1,2,4,30,110.85000000000001,0.16,2.9000000000000004,0,0,0,0,15.5,91.11,984,0,0,0,0,17,8,1.3
2011,1,2,5,30,97.06,0.16,2.9000000000000004,0,0,0,0,15.100000000000001,87.2,985,0,0,0,0,17.2,13,1.5
