Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,464180,-,-,-,7.45,3.9,0,213,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2006,1,1,0,30,161.4,0.12,3.6,0,0,0,0,22.3,100,985,0,0,0,0,22.3,183,0.9
2006,1,1,1,30,150.92000000000002,0.12,3.7,0,0,0,0,22.3,100,985,0,0,0,0,22.3,188,0.8
2006,1,1,2,30,138.08,0.12,3.7,0,0,0,0,22.6,100,985,0,0,0,0,22.6,189,0.8
2006,1,1,3,30,124.54,0.12,3.7,0,0,0,1,23,100,985,0,0,0,0,23,181,0.6000000000000001
2006,1,1,4,30,110.77,0.12,3.7,0,0,0,0,23.3,100,985,0,0,0,0,23.3,147,0.30000000000000004
2006,1,1,5,30,96.99000000000001,0.12,3.7,0,0,0,0,23.3,97.98,986,0,0,0,0,23.6,113,0.1
2006,1,1,6,30,83.21000000000001,0.12,3.7,43,72,52,0,23.6,94.32000000000001,987,43,72,0,52,24.6,161,0.4
2006,1,1,7,30,69.92,0.12,3.7,130,361,254,0,24,87.69,987,130,361,0,254,26.200000000000003,219,0.9
2006,1,1,8,30,57.13,0.12,3.7,175,549,473,0,23.8,79.81,987,175,549,0,473,27.6,222,0.9
2006,1,1,9,30,45.42,0.12,3.8000000000000003,251,538,629,0,23.5,72.89,987,251,538,1,629,28.900000000000002,208,0.6000000000000001
2006,1,1,10,30,35.910000000000004,0.12,3.9000000000000004,267,605,757,7,23.400000000000002,67.62,986,419,328,0,685,30,169,0.5
2006,1,1,11,30,30.75,0.12,4,272,635,817,0,23,63.660000000000004,985,272,635,1,817,30.700000000000003,143,0.7000000000000001
2006,1,1,12,30,32.12,0.12,4.1000000000000005,324,530,773,0,22.5,60.72,984,324,530,0,773,31,145,1
2006,1,1,13,30,39.34,0.12,4.2,304,495,687,0,22.200000000000003,59.7,983,304,495,0,687,31,159,1.2000000000000002
2006,1,1,14,30,49.93,0.12,4.3,268,420,538,0,22.200000000000003,60.45,983,268,420,0,538,30.700000000000003,176,1.3
2006,1,1,15,30,62.160000000000004,0.12,4.4,194,351,358,0,22.400000000000002,64.24,983,194,351,1,358,29.900000000000002,191,1.3
2006,1,1,16,30,75.21000000000001,0.12,4.4,104,178,150,0,23.400000000000002,75.5,983,104,178,0,150,28.1,202,1.1
2006,1,1,17,30,88.47,0.12,4.3,3,4,3,0,24.200000000000003,88.04,984,3,4,1,3,26.3,206,1
2006,1,1,18,30,102.51,0.12,4.2,0,0,0,0,23.700000000000003,91,985,0,0,0,0,25.3,205,1.1
2006,1,1,19,30,116.31,0.12,4.2,0,0,0,0,23.5,93.13,985,0,0,0,0,24.700000000000003,200,1.2000000000000002
2006,1,1,20,30,130.03,0.12,4.2,0,0,0,0,23.400000000000002,95.45,985,0,0,1,0,24.200000000000003,194,1.2000000000000002
2006,1,1,21,30,143.39000000000001,0.12,4.2,0,0,0,0,23.400000000000002,97.72,985,0,0,1,0,23.8,189,1.2000000000000002
2006,1,1,22,30,155.65,0.12,4.2,0,0,0,0,23.400000000000002,100,985,0,0,0,0,23.400000000000002,186,1
2006,1,1,23,30,163.9,0.12,4.3,0,0,0,0,23.1,100,985,0,0,0,0,23.1,187,0.9
2006,1,2,0,30,161.53,0.12,4.3,0,0,0,0,22.8,100,985,0,0,0,0,22.8,193,0.8
2006,1,2,1,30,151.06,0.12,4.4,0,0,0,0,22.8,100,985,0,0,0,0,22.8,206,0.7000000000000001
2006,1,2,2,30,138.20000000000002,0.12,4.4,0,0,0,0,22.8,100,985,0,0,0,0,22.8,224,0.7000000000000001
2006,1,2,3,30,124.65,0.12,4.4,0,0,0,0,22.700000000000003,100,985,0,0,1,0,22.700000000000003,246,0.7000000000000001
2006,1,2,4,30,110.88,0.12,4.4,0,0,0,0,22.5,100,985,0,0,0,0,22.5,265,0.7000000000000001
2006,1,2,5,30,97.09,0.12,4.4,0,0,0,0,22.700000000000003,100,986,0,0,0,0,22.700000000000003,280,0.8
2006,1,2,6,30,83.3,0.12,4.4,31,50,37,0,23.3,96.46000000000001,986,31,50,0,37,23.900000000000002,286,1.2000000000000002
2006,1,2,7,30,69.99,0.12,4.4,142,240,224,0,23.900000000000002,90.7,987,142,240,1,224,25.5,281,1.9000000000000001
2006,1,2,8,30,57.19,0.12,4.4,217,398,432,0,24.1,83.12,987,217,398,0,432,27.200000000000003,277,2.1
2006,1,2,9,30,45.45,0.12,4.4,235,565,632,2,23.900000000000002,74.93,986,396,58,0,437,28.8,282,2
2006,1,2,10,30,35.9,0.12,4.5,255,621,758,0,23.6,69.61,986,255,621,1,758,29.8,289,1.7000000000000002
2006,1,2,11,30,30.68,0.12,4.5,263,644,817,0,23.3,65.85,985,263,644,0,817,30.400000000000002,292,1.3
2006,1,2,12,30,32,0.12,4.5,311,540,770,0,22.900000000000002,63.17,984,311,540,0,770,30.700000000000003,280,0.8
2006,1,2,13,30,39.21,0.12,4.5,298,505,689,0,22.5,62.160000000000004,983,298,505,0,689,30.6,236,0.6000000000000001
2006,1,2,14,30,49.79,0.12,4.4,257,440,540,0,22.400000000000002,63,983,257,440,0,540,30.200000000000003,192,0.8
2006,1,2,15,30,62.03,0.12,4.4,203,295,341,0,23,69.5,983,203,295,0,341,29.1,181,1
2006,1,2,16,30,75.09,0.12,4.3,101,149,140,0,24.200000000000003,83.41,983,101,149,1,140,27.3,181,1.1
2006,1,2,17,30,88.36,0.12,4.2,3,4,3,0,24,90.56,983,3,4,0,3,25.700000000000003,183,1.3
2006,1,2,18,30,102.4,0.12,4.1000000000000005,0,0,0,0,23.700000000000003,92.34,984,0,0,0,0,25,183,1.4000000000000001
2006,1,2,19,30,116.21000000000001,0.12,4,0,0,0,0,23.700000000000003,95.03,984,0,0,0,0,24.5,183,1.3
2006,1,2,20,30,129.94,0.12,4,0,0,0,0,23.6,97.78,984,0,0,1,0,24,184,1.1
2006,1,2,21,30,143.32,0.12,4,0,0,0,0,23.6,99.83,984,0,0,0,0,23.6,185,1
2006,1,2,22,30,155.62,0.12,4,0,0,0,0,23.3,100,984,0,0,0,0,23.3,189,0.8
2006,1,2,23,30,163.95000000000002,0.12,4.1000000000000005,0,0,0,0,23,100,984,0,0,0,0,23,199,0.7000000000000001
2006,1,3,0,30,161.67000000000002,0.14,4.1000000000000005,0,0,0,0,23,100,984,0,0,0,0,23,217,0.7000000000000001
2006,1,3,1,30,151.19,0.14,4.1000000000000005,0,0,0,0,23,100,983,0,0,0,0,23,246,0.7000000000000001
2006,1,3,2,30,138.33,0.14,4.1000000000000005,0,0,0,0,22.8,100,983,0,0,0,0,22.8,279,0.7000000000000001
2006,1,3,3,30,124.77,0.14,4,0,0,0,0,22.5,100,984,0,0,1,0,22.5,305,0.7000000000000001
2006,1,3,4,30,110.99000000000001,0.14,3.9000000000000004,0,0,0,0,22.1,100,984,0,0,1,0,22.1,319,0.8
2006,1,3,5,30,97.19,0.14,3.8000000000000003,0,0,0,0,22.200000000000003,100,985,0,0,0,0,22.200000000000003,327,0.9
2006,1,3,6,30,83.38,0.14,3.7,34,47,40,0,22.700000000000003,96.77,985,34,47,0,40,23.200000000000003,331,1.4000000000000001
2006,1,3,7,30,70.07000000000001,0.14,3.6,146,256,234,8,22.700000000000003,89.34,986,194,51,3,211,24.6,324,1.7000000000000002
2006,1,3,8,30,57.24,0.14,3.5,217,424,447,3,22.700000000000003,80.2,986,240,6,0,243,26.400000000000002,308,1.5
2006,1,3,9,30,45.480000000000004,0.14,3.5,259,528,629,0,22.1,70.31,985,259,528,0,629,28,298,1.4000000000000001
2006,1,3,10,30,35.88,0.14,3.5,278,595,760,8,21.400000000000002,62.43,985,268,587,0,744,29.3,291,1.2000000000000002
2006,1,3,11,30,30.6,0.14,3.5,281,630,823,8,20.8,57.32,984,435,377,0,759,30.200000000000003,276,1.1
2006,1,3,12,30,31.88,0.14,3.6,270,639,813,8,20.5,54.85,983,406,450,0,788,30.6,253,1.3
2006,1,3,13,30,39.06,0.14,3.6,258,602,726,8,20.3,54.67,983,258,602,5,726,30.5,231,1.6
2006,1,3,14,30,49.65,0.14,3.7,234,521,572,8,20.6,57.39,983,234,521,5,572,29.900000000000002,213,1.7000000000000002
2006,1,3,15,30,61.9,0.14,3.8000000000000003,199,336,357,0,21.8,66.25,983,199,336,1,357,28.700000000000003,204,1.6
2006,1,3,16,30,74.96000000000001,0.14,3.8000000000000003,106,158,147,8,22.8,78.95,983,106,158,5,147,26.8,200,1.5
2006,1,3,17,30,88.25,0.14,3.9000000000000004,3,2,3,8,23.5,89.98,983,3,2,5,3,25.3,197,1.4000000000000001
2006,1,3,18,30,102.29,0.14,3.9000000000000004,0,0,0,8,23.700000000000003,94,984,0,0,0,0,24.700000000000003,194,1.5
2006,1,3,19,30,116.11,0.14,4,0,0,0,8,24,97.57000000000001,984,0,0,0,0,24.400000000000002,190,1.5
2006,1,3,20,30,129.85,0.14,4,0,0,0,8,24.1,100,984,0,0,0,0,24.1,187,1.5
2006,1,3,21,30,143.25,0.14,4,0,0,0,8,23.8,100,984,0,0,0,0,23.8,186,1.4000000000000001
2006,1,3,22,30,155.59,0.14,4,0,0,0,6,23.6,100,984,0,0,0,0,23.6,189,1.3
2006,1,3,23,30,164.02,0.14,3.9000000000000004,0,0,0,7,23.3,100,983,0,0,0,0,23.3,194,1.1
2006,1,4,0,30,161.81,0.14,3.9000000000000004,0,0,0,7,23.200000000000003,100,983,0,0,0,0,23.200000000000003,204,0.9
2006,1,4,1,30,151.34,0.14,3.8000000000000003,0,0,0,8,23,100,982,0,0,0,0,23,216,0.8
2006,1,4,2,30,138.46,0.14,3.7,0,0,0,8,22.8,100,982,0,0,0,0,22.8,229,0.8
2006,1,4,3,30,124.89,0.14,3.7,0,0,0,8,22.700000000000003,100,983,0,0,0,0,22.700000000000003,239,0.8
2006,1,4,4,30,111.10000000000001,0.14,3.7,0,0,0,8,22.5,100,983,0,0,0,0,22.5,245,0.8
2006,1,4,5,30,97.28,0.14,3.7,0,0,0,3,22.8,100,984,0,0,0,0,22.8,247,0.7000000000000001
2006,1,4,6,30,83.47,0.14,3.7,33,42,38,0,23.5,97.66,985,33,42,0,38,23.900000000000002,245,1.1
2006,1,4,7,30,70.14,0.14,3.7,146,253,232,0,24.3,93.45,985,146,253,1,232,25.400000000000002,245,2
2006,1,4,8,30,57.29,0.14,3.7,215,427,446,8,24.400000000000002,87.11,985,290,67,0,326,26.700000000000003,246,2.5
2006,1,4,9,30,45.5,0.14,3.8000000000000003,224,600,645,8,24.1,78.77,985,378,251,0,553,28.1,244,2.5
2006,1,4,10,30,35.86,0.14,3.8000000000000003,241,660,776,8,23.700000000000003,72.21000000000001,984,375,441,7,732,29.200000000000003,240,2.3000000000000003
2006,1,4,11,30,30.52,0.14,3.9000000000000004,248,682,836,1,23.400000000000002,68.71000000000001,983,248,682,0,836,29.8,232,2.2
2006,1,4,12,30,31.740000000000002,0.14,4,288,603,801,1,23.200000000000003,66.79,982,288,603,0,801,30,223,2.1
2006,1,4,13,30,38.92,0.14,4.1000000000000005,278,557,711,3,22.900000000000002,66.19,982,484,99,0,561,29.900000000000002,215,2.1
2006,1,4,14,30,49.5,0.14,4.1000000000000005,256,473,564,0,22.700000000000003,67.29,982,256,473,0,564,29.400000000000002,208,2.1
2006,1,4,15,30,61.76,0.14,4.2,210,302,353,3,22.8,71.88,982,201,4,0,203,28.400000000000002,202,1.9000000000000001
2006,1,4,16,30,74.83,0.14,4.2,108,154,148,8,23.700000000000003,83.27,982,139,16,1,143,26.8,197,1.4000000000000001
2006,1,4,17,30,88.14,0.14,4.2,3,4,3,7,24.200000000000003,93.59,983,3,4,5,3,25.3,193,1.1
2006,1,4,18,30,102.18,0.14,4.1000000000000005,0,0,0,8,23.900000000000002,95.09,984,0,0,0,0,24.700000000000003,189,1.2000000000000002
2006,1,4,19,30,116.01,0.14,4.1000000000000005,0,0,0,0,23.8,96.78,984,0,0,0,0,24.3,187,1.3
2006,1,4,20,30,129.76,0.14,4,0,0,0,3,23.700000000000003,98.85000000000001,984,0,0,0,0,23.900000000000002,188,1.3
2006,1,4,21,30,143.19,0.14,3.9000000000000004,0,0,0,0,23.6,100,983,0,0,0,0,23.6,192,1.2000000000000002
2006,1,4,22,30,155.56,0.14,3.9000000000000004,0,0,0,0,23.200000000000003,100,983,0,0,0,0,23.200000000000003,196,1.1
2006,1,4,23,30,164.08,0.14,3.8000000000000003,0,0,0,0,22.900000000000002,100,982,0,0,0,0,22.900000000000002,199,1
2006,1,5,0,30,161.96,0.14,3.8000000000000003,0,0,0,0,22.700000000000003,100,982,0,0,0,0,22.700000000000003,201,0.9
